time_index,year,month,EXPORT_GOODS_TOTAL_bln_usd,GOV_EXPENSE_ACCUM_CONSOLIDATED_bln_rub,GOV_EXPENSE_ACCUM_FEDERAL_bln_rub,GOV_EXPENSE_ACCUM_SUBFEDERAL_bln_rub,GOV_REVENUE_ACCUM_CONSOLIDATED_bln_rub,GOV_REVENUE_ACCUM_FEDERAL_bln_rub,GOV_REVENUE_ACCUM_SUBFEDERAL_bln_rub,GOV_SURPLUS_ACCUM_FEDERAL_bln_rub,GOV_SURPLUS_ACCUM_SUBFEDERAL_bln_rub,IMPORT_GOODS_TOTAL_bln_usd,IND_PROD_rog,IND_PROD_yoy,IND_PROD_ytd,RETAIL_SALES_FOOD_bln_rub,RETAIL_SALES_FOOD_rog,RETAIL_SALES_FOOD_yoy,RETAIL_SALES_NONFOODS_bln_rub,RETAIL_SALES_NONFOODS_rog,RETAIL_SALES_NONFOODS_yoy,RETAIL_SALES_bln_rub,RETAIL_SALES_rog,RETAIL_SALES_yoy
1999-01-31,1999,1,4.5,45.6,27.4,22.7,49.0,27.8,25.7,0.4,3.0,2.7,,,,60.3,82.5,90.3,61.5,81.0,79.0,121.8,81.7,84.0
1999-02-28,1999,2,4.9,103.1,61.0,49.2,99.3,54.7,51.7,-6.3,2.5,3.0,,,,60.7,96.5,93.7,62.2,97.4,85.4,122.9,96.9,89.2
1999-03-31,1999,3,5.8,189.0,108.3,91.5,171.9,89.1,93.6,-19.2,2.1,3.5,,,,65.8,105.5,94.1,68.5,106.6,89.1,134.3,106.0,91.4
1999-04-30,1999,4,6.6,285.5,160.1,138.7,264.0,133.9,143.4,-26.2,4.7,3.3,,,,66.2,98.1,90.6,69.2,97.1,87.5,135.4,97.6,88.9
1999-05-31,1999,5,5.1,380.8,213.4,185.0,349.9,173.7,193.8,-39.7,8.8,2.9,,,,68.6,101.6,91.8,70.3,98.9,87.8,138.9,100.2,89.7
1999-06-30,1999,6,5.4,486.8,272.1,240.0,448.6,226.6,247.3,-45.5,7.3,4.0,,,,69.5,99.6,92.4,72.7,101.8,90.3,142.2,100.7,91.3
1999-07-31,1999,7,6.3,588.6,328.9,288.5,550.7,282.1,297.4,-46.8,8.9,3.2,,,,71.6,99.8,90.1,74.2,100.1,88.4,145.8,100.0,89.2
1999-08-31,1999,8,6.2,694.4,381.7,345.5,658.7,334.3,356.7,-47.4,11.2,3.1,,,,74.0,102.9,88.5,83.6,110.0,89.0,157.6,106.5,88.8
1999-09-30,1999,9,6.4,795.8,434.2,400.6,759.3,387.3,411.0,-46.9,10.4,3.1,,,,77.0,103.2,89.1,84.2,98.2,95.0,161.2,100.5,92.2
1999-10-31,1999,10,7.0,897.8,488.8,454.0,868.1,445.6,467.5,-43.2,13.5,3.4,,,,79.1,101.8,94.8,88.0,102.4,108.4,167.1,102.1,101.9
1999-11-30,1999,11,7.6,1016.3,540.5,528.0,1006.4,514.9,543.7,-25.6,15.7,3.5,,,,79.1,99.1,94.3,91.1,101.8,109.0,170.2,100.5,101.9
1999-12-31,1999,12,9.7,1258.0,666.9,653.8,1213.6,615.5,660.8,-51.4,7.0,4.0,,,,94.2,117.4,104.7,105.8,114.9,106.4,200.0,116.0,105.6
2000-01-31,2000,1,6.8,82.9,52.8,34.4,102.0,64.9,41.4,12.1,7.0,2.9,,,,79.5,82.6,104.8,90.8,84.0,110.3,170.3,83.3,107.6
2000-02-29,2000,2,8.0,184.8,111.2,82.3,217.4,138.3,87.8,27.1,5.5,3.4,,,,79.2,99.2,107.7,88.9,96.7,109.5,168.1,97.9,108.7
2000-03-31,2000,3,9.1,330.2,191.5,154.7,366.5,221.8,160.7,30.3,6.0,3.7,,,,83.9,105.9,108.1,95.4,105.8,108.7,179.3,105.9,108.4
2000-04-30,2000,4,8.3,470.0,261.2,230.1,535.0,314.0,242.3,52.8,12.2,3.4,,,,82.3,97.8,107.8,95.5,98.5,110.3,177.8,98.2,109.1
2000-05-31,2000,5,8.5,609.5,333.9,311.6,717.7,415.5,338.2,81.6,26.6,3.4,,,,83.7,99.5,105.6,96.1,99.6,111.1,179.8,99.6,108.4
2000-06-30,2000,6,8.7,760.9,405.4,402.7,887.8,507.7,427.3,102.3,24.6,3.6,,,,86.5,100.1,106.1,98.7,101.9,111.2,185.2,101.1,108.7
2000-07-31,2000,7,8.6,895.4,473.3,478.0,1045.9,596.1,505.7,122.8,27.7,3.6,,,,88.8,100.8,107.2,101.4,101.9,113.1,190.2,101.4,110.2
2000-08-31,2000,8,9.1,1058.3,556.0,565.1,1232.3,693.0,602.1,137.0,37.0,3.8,,,,92.5,103.9,108.2,110.1,107.2,110.2,202.6,105.6,109.3
2000-09-30,2000,9,9.0,1204.8,632.2,642.3,1395.9,783.2,682.4,151.0,40.1,3.8,,,,94.7,101.7,106.7,110.9,98.7,110.8,205.6,100.1,108.8
2000-10-31,2000,10,8.9,1353.1,710.2,720.9,1567.5,880.4,765.1,170.2,44.2,4.1,,,,99.3,102.7,107.6,115.0,101.7,110.1,214.3,102.2,109.0
2000-11-30,2000,11,10.1,1536.3,800.0,823.0,1785.0,990.7,881.0,190.7,58.0,4.4,,,,101.5,100.7,109.3,119.0,102.0,110.3,220.5,101.4,109.9
2000-12-31,2000,12,10.1,1960.1,1029.2,1032.1,2097.7,1132.1,1065.8,102.9,33.8,4.9,,,,121.3,117.4,109.3,137.3,114.0,109.5,258.6,115.6,109.4
2001-01-31,2001,1,8.4,97.9,60.6,56.0,151.1,94.6,75.2,34.0,19.2,3.2,,,,99.4,79.5,105.2,115.0,82.6,107.7,214.4,81.2,106.6
2001-02-28,2001,2,8.2,267.0,170.4,130.3,316.5,200.1,150.1,29.7,19.8,3.7,,,,100.8,99.1,105.1,115.6,99.3,110.6,216.4,99.2,108.0
